CustomerID,FirstName,LastName,BirthDate,AgeGroup,Generation,City,Region,Country,RegistrationDate,PreferredChannel,LoyaltyMember,MarketingOptIn,AcquisitionSource,CustomerStatus
1037,Russell,Williams,1969-12-03,55–64,Gen X,Manchester,North West England,United Kingdom,2024-07-17,TikTok Shop,False,True,Instagram,Active
1038,Matthew,Boyle,1962-02-28,55–64,Gen X,London,Greater London,United Kingdom,2024-01-21,Website,False,False,Referral,Active
1039,Pauline,Dunn,1998-01-10,25–34,Millennial,Birmingham,West Midlands,United Kingdom,2024-11-22,TikTok Shop,False,True,Instagram,Active
1040,Chelsea,Cook,1973-12-23,45–54,Gen X,London,Greater London,United Kingdom,2024-04-08,TikTok Shop,False,True,TikTok,Active
1041,Marion,Bailey,1983-08-31,35–44,Millennial,London,Greater London,United Kingdom,2024-03-27,Instagram,False,True,Instagram,Active
1042,Oliver,Norman,1978-12-18,45–54,Gen X,Birmingham,West Midlands,United Kingdom,2025-01-01,TikTok Shop,True,False,Google Ads,Active
1043,Dominic,Hall,1962-11-21,55–64,Gen X,London,Greater London,United Kingdom,2025-07-31,TikTok Shop,False,True,Friend Recommendation,Active
1044,Jessica,Thornton,1983-05-13,35–44,Millennial,Birmingham,West Midlands,United Kingdom,2025-06-05,Website,False,False,Google Ads,Inactive
1045,Jenna,Cunningham,1993-10-24,25–34,Millennial,Leeds,Yorkshire and the Humber,United Kingdom,2024-01-11,Instagram,True,False,Instagram,Active
1046,Josephine,Dean,1998-11-28,25–34,Millennial,London,Greater London,United Kingdom,2024-06-04,TikTok Shop,True,True,Instagram,Active
1047,Toby,Summers,1981-05-28,35–44,Millennial,Leeds,Yorkshire and the Humber,United Kingdom,2025-12-28,Website,False,False,Instagram,Active
1048,Martyn,Franklin,1973-12-05,45–54,Gen X,Liverpool,North West England,United Kingdom,2024-09-16,Website,True,True,Friend Recommendation,Inactive
1049,Carolyn,Ward,1978-12-14,45–54,Gen X,Glasgow,Scotland,United Kingdom,2025-01-12,Website,False,True,TikTok,Active
1050,Louise,King,1962-12-20,55–64,Gen X,Leeds,Yorkshire and the Humber,United Kingdom,2024-01-26,Instagram,True,True,Referral,Active
1051,Duncan,King,1960-07-24,65+,Baby Boomer,Birmingham,West Midlands,United Kingdom,2024-05-31,Website,True,True,Instagram,Active
1052,George,Watts,1975-05-29,45–54,Gen X,Leeds,Yorkshire and the Humber,United Kingdom,2025-10-26,Website,True,True,Friend Recommendation,Active
1053,Barry,Morrison,1975-06-18,45–54,Gen X,Manchester,North West England,United Kingdom,2024-11-13,Website,False,True,TikTok,Inactive
1054,Nicola,Murray,1980-10-25,45–54,Gen X,London,Greater London,United Kingdom,2025-02-20,Website,False,True,Friend Recommendation,Active
1055,Leslie,Kerr,2007-07-17,18–24,Gen Z,London,Greater London,United Kingdom,2025-12-07,Website,True,True,TikTok,Active
1056,Bernard,Phillips,1983-05-19,35–44,Millennial,Glasgow,Scotland,United Kingdom,2024-04-22,TikTok Shop,False,True,Instagram,Active
1057,Jacqueline,Davies,1963-03-31,55–64,Gen X,London,Greater London,United Kingdom,2024-07-08,Website,False,False,TikTok,Active
1058,Gareth,Wood,1970-05-10,55–64,Gen X,London,Greater London,United Kingdom,2024-06-25,TikTok Shop,True,False,Instagram,Active
1059,Rosemary,Robinson,1965-09-21,55–64,Gen X,Newcastle upon Tyne,North East England,United Kingdom,2025-03-04,TikTok Shop,False,True,Friend Recommendation,Active
1060,Luke,Knowles,1971-04-28,45–54,Gen X,Cardiff,Wales,United Kingdom,2025-04-13,TikTok Shop,False,True,Organic Search,Active
1061,Jessica,Wright,2006-11-25,18–24,Gen Z,Birmingham,West Midlands,United Kingdom,2024-05-27,Instagram,False,True,Google Ads,Active
1062,Jane,Pearce,1969-07-20,55–64,Gen X,Leeds,Yorkshire and the Humber,United Kingdom,2025-05-15,Website,True,False,TikTok,Active
1063,Rachel,Robinson,1968-01-04,55–64,Gen X,London,Greater London,United Kingdom,2025-04-16,Website,False,True,Google Ads,Active
1064,Darren,Bryan,1975-09-12,45–54,Gen X,London,Greater London,United Kingdom,2025-08-12,Website,False,False,Instagram,Active
1065,Ryan,Barker,1970-09-10,55–64,Gen X,Bristol,South West England,United Kingdom,2024-10-12,TikTok Shop,True,True,Instagram,Active
1066,Jenna,Wilson,1961-01-12,55–64,Gen X,London,Greater London,United Kingdom,2025-07-30,Instagram,True,True,Friend Recommendation,Active
1067,Lee,Brown,2001-02-10,18–24,Gen Z,Newcastle upon Tyne,North East England,United Kingdom,2025-09-11,TikTok Shop,False,True,Google Ads,Active
1068,Janice,Bull,1996-09-11,25–34,Millennial,Leeds,Yorkshire and the Humber,United Kingdom,2025-10-17,Instagram,False,True,Organic Search,Active
1069,Claire,Brown,1963-12-18,55–64,Gen X,Bristol,South West England,United Kingdom,2024-05-05,TikTok Shop,False,True,TikTok,Active
1070,Hayley,Willis,1991-12-24,25–34,Millennial,Liverpool,North West England,United Kingdom,2025-10-24,Instagram,False,True,Instagram,Active
1071,Margaret,Giles,1965-08-05,55–64,Gen X,Glasgow,Scotland,United Kingdom,2025-03-02,TikTok Shop,False,True,TikTok,Active
1072,Jane,Barlow,2002-01-29,18–24,Gen Z,London,Greater London,United Kingdom,2024-09-14,Website,False,True,TikTok,Active
1073,Kevin,Shaw,2005-10-28,18–24,Gen Z,London,Greater London,United Kingdom,2024-04-03,Website,False,False,TikTok,Active
1074,Joseph,Clark,2004-11-26,18–24,Gen Z,Leeds,Yorkshire and the Humber,United Kingdom,2025-09-23,Website,True,True,Instagram,Active
1075,Geraldine,Lawrence,1968-07-23,55–64,Gen X,Brighton,South East England,United Kingdom,2025-05-13,Website,False,False,Referral,Active
1076,Ruth,Oliver,1986-06-15,35–44,Millennial,London,Greater London,United Kingdom,2024-10-03,Instagram,False,False,Organic Search,Active
1077,Shannon,Graham,2005-09-22,18–24,Gen Z,London,Greater London,United Kingdom,2025-05-03,Website,False,True,TikTok,Inactive
1078,Ben,Carter,1960-09-17,65+,Baby Boomer,Manchester,North West England,United Kingdom,2024-04-08,TikTok Shop,False,True,Google Ads,Active
1079,Justin,Mason,1991-03-16,25–34,Millennial,Edinburgh,Scotland,United Kingdom,2025-06-10,TikTok Shop,False,True,Instagram,Active
1080,Eleanor,Bartlett,2006-12-11,18–24,Gen Z,Newcastle upon Tyne,North East England,United Kingdom,2025-03-19,TikTok Shop,True,True,Referral,Active
1081,Victoria,Short,1977-07-23,45–54,Gen X,Bristol,South West England,United Kingdom,2025-06-28,Website,False,True,TikTok,Active
1082,Geoffrey,Cole,2001-05-17,18–24,Gen Z,Manchester,North West England,United Kingdom,2024-07-08,Website,False,True,Google Ads,Active
1083,Kathleen,Elliott,1998-12-16,25–34,Millennial,Newcastle upon Tyne,North East England,United Kingdom,2024-10-19,Website,False,False,TikTok,Active
1084,Abdul,Marsh,2000-05-17,25–34,Millennial,London,Greater London,United Kingdom,2024-10-07,Website,True,False,TikTok,Active
1085,Bradley,Andrews,1970-10-06,55–64,Gen X,Liverpool,North West England,United Kingdom,2024-08-03,TikTok Shop,False,True,Organic Search,Active
1086,Yvonne,Roberts,1985-09-01,35–44,Millennial,Glasgow,Scotland,United Kingdom,2025-06-20,TikTok Shop,True,True,Organic Search,Active
1087,Glen,O'Connor,1973-12-02,45–54,Gen X,Leeds,Yorkshire and the Humber,United Kingdom,2024-05-18,Website,True,False,Google Ads,Active
1088,Jeremy,Hamilton,1973-04-10,45–54,Gen X,Bristol,South West England,United Kingdom,2025-02-13,Website,True,True,Google Ads,Active
1089,Stuart,Marsh,1996-02-26,25–34,Millennial,Birmingham,West Midlands,United Kingdom,2025-07-26,Website,True,True,Friend Recommendation,Active
1090,Jeffrey,Turner,1978-11-16,45–54,Gen X,Leeds,Yorkshire and the Humber,United Kingdom,2025-07-04,Website,True,True,Organic Search,Active
1091,Clifford,Marshall,2002-03-15,18–24,Gen Z,Leeds,Yorkshire and the Humber,United Kingdom,2024-08-17,Instagram,False,False,Friend Recommendation,Inactive
1092,Dorothy,McDonald,1961-08-16,55–64,Gen X,Birmingham,West Midlands,United Kingdom,2025-01-22,Website,True,True,Instagram,Active
1093,Marian,Dawson,1980-04-14,45–54,Gen X,Manchester,North West England,United Kingdom,2024-11-07,TikTok Shop,False,True,Instagram,Active
1094,Sophie,Williams,2000-05-29,25–34,Millennial,Manchester,North West England,United Kingdom,2024-03-14,TikTok Shop,False,False,TikTok,Inactive
1095,Dean,Fowler,1983-12-07,35–44,Millennial,Manchester,North West England,United Kingdom,2025-02-22,Website,True,True,Friend Recommendation,Active
1096,Graham,Davey,2002-03-04,18–24,Gen Z,Bristol,South West England,United Kingdom,2024-10-24,Instagram,True,False,Instagram,Active
1097,Maurice,Allen,2000-02-11,25–34,Millennial,London,Greater London,United Kingdom,2025-08-22,Website,False,True,TikTok,Inactive
1098,Malcolm,Griffin,1971-12-06,45–54,Gen X,London,Greater London,United Kingdom,2024-06-23,Instagram,False,True,Google Ads,Active
1099,Angela,Smith,1973-09-28,45–54,Gen X,Cardiff,Wales,United Kingdom,2025-12-12,TikTok Shop,True,False,Referral,Active
1100,Leon,Young,1965-04-17,55–64,Gen X,London,Greater London,United Kingdom,2025-01-09,Website,True,True,Organic Search,Active
1101,Valerie,Davies,1968-12-05,55–64,Gen X,London,Greater London,United Kingdom,2025-10-07,TikTok Shop,False,True,Instagram,Active
1102,Stewart,Butler,2007-03-01,18–24,Gen Z,London,Greater London,United Kingdom,2024-09-18,TikTok Shop,False,True,TikTok,Active
1103,Robin,Robinson,1968-10-03,55–64,Gen X,Bristol,South West England,United Kingdom,2024-11-05,TikTok Shop,False,True,TikTok,Active
1104,Ronald,Russell,1967-08-26,55–64,Gen X,London,Greater London,United Kingdom,2024-03-18,Instagram,False,True,TikTok,Active
1105,Fiona,Hill,1970-05-06,55–64,Gen X,Brighton,South East England,United Kingdom,2025-12-12,Website,False,True,TikTok,Active
1106,Tina,Leach,1998-03-15,25–34,Millennial,Liverpool,North West England,United Kingdom,2025-01-13,TikTok Shop,False,True,Organic Search,Inactive
1107,Alex,White,1969-05-16,55–64,Gen X,London,Greater London,United Kingdom,2025-03-16,TikTok Shop,True,True,TikTok,Active
1108,Jonathan,O'Donnell,2000-06-15,25–34,Millennial,London,Greater London,United Kingdom,2025-11-08,Website,False,True,TikTok,Active
1109,Rachael,Akhtar,2000-05-22,25–34,Millennial,Leeds,Yorkshire and the Humber,United Kingdom,2024-03-18,TikTok Shop,True,True,Referral,Active
1110,Josephine,Black,1993-09-03,25–34,Millennial,Glasgow,Scotland,United Kingdom,2024-01-17,Website,False,True,Organic Search,Inactive
1111,Donna,Brookes,1987-05-07,35–44,Millennial,London,Greater London,United Kingdom,2025-11-14,Website,True,True,Google Ads,Active
1112,Shirley,Sullivan,2000-02-19,25–34,Millennial,Glasgow,Scotland,United Kingdom,2024-05-22,TikTok Shop,False,True,Organic Search,Active
1113,Russell,Walker,1997-05-06,25–34,Millennial,Manchester,North West England,United Kingdom,2024-10-02,Website,False,True,Instagram,Active
1114,Frederick,Carroll,1965-08-17,55–64,Gen X,London,Greater London,United Kingdom,2024-02-21,Website,False,True,TikTok,Active
1115,Shannon,Hill,2006-05-14,18–24,Gen Z,Newcastle upon Tyne,North East England,United Kingdom,2024-03-09,Website,True,False,Instagram,Active
1116,Naomi,Collins,2002-12-30,18–24,Gen Z,Cardiff,Wales,United Kingdom,2025-01-19,Website,True,True,TikTok,Active
1117,Melissa,James,1995-02-17,25–34,Millennial,London,Greater London,United Kingdom,2025-03-05,Website,False,True,Instagram,Active
1118,Sheila,Marshall,1993-11-26,25–34,Millennial,Manchester,North West England,United Kingdom,2024-12-11,TikTok Shop,False,False,Organic Search,Active
1119,Kyle,Ball,1998-04-05,25–34,Millennial,Manchester,North West England,United Kingdom,2024-07-24,Website,True,True,Referral,Inactive
1120,Neil,Burton,1987-09-28,35–44,Millennial,Manchester,North West England,United Kingdom,2024-06-04,TikTok Shop,False,True,Instagram,Active
1121,Allan,Ellis,1994-04-04,25–34,Millennial,Leeds,Yorkshire and the Humber,United Kingdom,2024-10-26,Website,False,True,Friend Recommendation,Active
1122,Nicholas,Wilson,1978-01-14,45–54,Gen X,Edinburgh,Scotland,United Kingdom,2024-09-11,TikTok Shop,False,False,TikTok,Active
1123,Patricia,Hayes,2006-11-27,18–24,Gen Z,Newcastle upon Tyne,North East England,United Kingdom,2025-07-22,TikTok Shop,False,True,Instagram,Inactive
1124,Dominic,Harvey,1974-02-09,45–54,Gen X,London,Greater London,United Kingdom,2025-12-15,TikTok Shop,False,True,Instagram,Active
1125,Brett,Smith,1974-03-08,45–54,Gen X,London,Greater London,United Kingdom,2024-09-18,Website,True,False,TikTok,Active
1126,Rita,Dean,1997-08-27,25–34,Millennial,Manchester,North West England,United Kingdom,2025-05-14,Instagram,False,True,Instagram,Active
1127,Dawn,Wilkins,1988-09-30,35–44,Millennial,Manchester,North West England,United Kingdom,2025-10-22,Instagram,False,True,Instagram,Active
1128,Jodie,Watson,1961-03-24,55–64,Gen X,Bristol,South West England,United Kingdom,2024-03-28,TikTok Shop,True,True,Instagram,Active
1129,Jessica,Morris,1985-02-28,35–44,Millennial,Birmingham,West Midlands,United Kingdom,2025-08-22,Instagram,True,True,Organic Search,Active
1130,Bethan,Robinson,2002-01-09,18–24,Gen Z,London,Greater London,United Kingdom,2024-08-09,Website,False,True,Referral,Active
1131,Ian,Tucker,1983-04-02,35–44,Millennial,Liverpool,North West England,United Kingdom,2025-11-10,TikTok Shop,False,True,Friend Recommendation,Inactive
1132,Dorothy,Clark,1966-09-26,55–64,Gen X,London,Greater London,United Kingdom,2024-04-14,Website,False,False,Friend Recommendation,Active
1133,Aimee,Smith,1986-08-13,35–44,Millennial,London,Greater London,United Kingdom,2025-07-28,Website,False,False,Organic Search,Active
1134,Christopher,Henderson,2003-02-21,18–24,Gen Z,Leeds,Yorkshire and the Humber,United Kingdom,2025-03-24,Website,False,True,Friend Recommendation,Active
1135,Sean,Rowe,2001-12-25,18–24,Gen Z,Edinburgh,Scotland,United Kingdom,2025-06-19,TikTok Shop,True,True,TikTok,Active
1136,Stanley,Watson,1969-05-26,55–64,Gen X,London,Greater London,United Kingdom,2025-03-16,Website,False,False,Friend Recommendation,Active
1137,Andrea,Holt,1996-05-19,25–34,Millennial,Manchester,North West England,United Kingdom,2024-10-12,TikTok Shop,False,False,Instagram,Active
1138,Glenn,Brown,1983-03-30,35–44,Millennial,London,Greater London,United Kingdom,2025-12-26,Website,True,False,Organic Search,Inactive
1139,Derek,Brooks,2007-05-22,18–24,Gen Z,Manchester,North West England,United Kingdom,2025-03-01,Website,True,True,Google Ads,Active
1140,Gordon,Ryan,1986-06-29,35–44,Millennial,Nottingham,East Midlands,United Kingdom,2025-04-01,Website,True,True,Organic Search,Active
1141,Lesley,Gibson,2007-11-10,18–24,Gen Z,Edinburgh,Scotland,United Kingdom,2025-11-16,TikTok Shop,False,False,Referral,Active
1142,Raymond,Andrews,1980-10-18,45–54,Gen X,London,Greater London,United Kingdom,2024-03-15,Website,False,True,TikTok,Active
1143,Rosie,Jones,1980-03-27,45–54,Gen X,Brighton,South East England,United Kingdom,2024-08-11,Website,False,False,Friend Recommendation,Active
1144,Julian,Parkes,1971-11-02,45–54,Gen X,Birmingham,West Midlands,United Kingdom,2025-04-14,Instagram,False,True,Google Ads,Inactive
1145,Gordon,Smith,1964-04-29,55–64,Gen X,Edinburgh,Scotland,United Kingdom,2025-10-02,TikTok Shop,True,True,Instagram,Active
1146,Vanessa,Turner,1994-06-24,25–34,Millennial,Birmingham,West Midlands,United Kingdom,2025-04-12,TikTok Shop,False,False,Organic Search,Active
1147,Tom,Birch,2005-01-22,18–24,Gen Z,Edinburgh,Scotland,United Kingdom,2025-10-01,Website,True,True,Friend Recommendation,Active
1148,Jane,Marshall,1975-12-05,45–54,Gen X,Glasgow,Scotland,United Kingdom,2025-03-16,Website,False,True,TikTok,Active
1149,Robert,Foster,1998-11-15,25–34,Millennial,Newcastle upon Tyne,North East England,United Kingdom,2024-08-11,Instagram,True,False,Instagram,Active
1150,Gary,Wilson,1978-03-27,45–54,Gen X,London,Greater London,United Kingdom,2025-03-19,TikTok Shop,False,True,TikTok,Active
1151,Dean,Dennis,1999-06-02,25–34,Millennial,Cardiff,Wales,United Kingdom,2025-12-24,TikTok Shop,False,False,Instagram,Active
1152,Chloe,Holden,1960-12-05,65+,Baby Boomer,Bristol,South West England,United Kingdom,2025-10-10,TikTok Shop,True,True,TikTok,Active
1153,Alan,Briggs,1971-04-30,45–54,Gen X,Manchester,North West England,United Kingdom,2024-07-31,Website,True,False,Organic Search,Active
1154,Toby,Miah,1995-08-14,25–34,Millennial,Manchester,North West England,United Kingdom,2025-11-18,Website,False,False,Organic Search,Active
1155,Jamie,Rogers,2001-09-15,18–24,Gen Z,Leeds,Yorkshire and the Humber,United Kingdom,2024-03-16,Website,True,True,Google Ads,Active
1156,Gerald,Chan,1990-04-26,35–44,Millennial,London,Greater London,United Kingdom,2025-01-17,Website,False,True,Instagram,Inactive
1157,Chloe,Myers,1999-10-28,25–34,Millennial,London,Greater London,United Kingdom,2024-08-18,Website,True,True,TikTok,Active
1158,Cameron,Nicholson,2005-11-16,18–24,Gen Z,London,Greater London,United Kingdom,2024-11-20,Website,False,True,Google Ads,Active
1159,Beverley,Bates,1993-01-30,25–34,Millennial,Bristol,South West England,United Kingdom,2025-08-26,Instagram,False,False,TikTok,Active
1160,Roy,Kay,1986-01-23,35–44,Millennial,Edinburgh,Scotland,United Kingdom,2024-06-24,Website,True,True,Organic Search,Active
1161,Carole,Hall,2004-11-29,18–24,Gen Z,Leeds,Yorkshire and the Humber,United Kingdom,2025-03-22,Instagram,False,True,Instagram,Active
1162,Keith,Chambers,1993-09-04,25–34,Millennial,Leeds,Yorkshire and the Humber,United Kingdom,2025-06-24,TikTok Shop,False,False,Referral,Active
1163,Karl,Lewis,1972-05-30,45–54,Gen X,Birmingham,West Midlands,United Kingdom,2025-12-13,Website,False,True,Google Ads,Active
1164,Jeffrey,Barton,1961-05-21,55–64,Gen X,Birmingham,West Midlands,United Kingdom,2024-05-22,Website,False,False,Instagram,Active
1165,Joe,Manning,1989-12-03,35–44,Millennial,Manchester,North West England,United Kingdom,2024-04-28,Website,False,True,Instagram,Active
1166,Darren,Russell,1987-12-27,35–44,Millennial,London,Greater London,United Kingdom,2024-07-10,Website,True,False,Instagram,Active
1167,Gary,Blake,1997-10-07,25–34,Millennial,Bristol,South West England,United Kingdom,2025-03-17,Website,False,False,TikTok,Active
1168,Jodie,Giles,1992-04-09,25–34,Millennial,Glasgow,Scotland,United Kingdom,2024-12-01,Website,False,True,Instagram,Active
1169,Carolyn,Turner,1991-03-13,25–34,Millennial,Newcastle upon Tyne,North East England,United Kingdom,2025-07-08,Website,False,True,Instagram,Active
1170,Bruce,Chambers,1968-12-23,55–64,Gen X,Glasgow,Scotland,United Kingdom,2024-10-23,Website,False,False,TikTok,Active
1171,Trevor,Khan,1997-08-27,25–34,Millennial,London,Greater London,United Kingdom,2024-09-18,Website,False,True,Instagram,Active
1172,Brenda,Jackson,1982-08-30,35–44,Millennial,London,Greater London,United Kingdom,2025-09-16,TikTok Shop,False,False,Google Ads,Active
1173,Gordon,Watson,1997-06-11,25–34,Millennial,Nottingham,East Midlands,United Kingdom,2024-03-07,Website,False,False,Instagram,Active
1174,Liam,Mason,1969-09-07,55–64,Gen X,Manchester,North West England,United Kingdom,2025-08-15,Website,False,False,Instagram,Active
1175,Mohamed,Harris,1978-03-15,45–54,Gen X,Brighton,South East England,United Kingdom,2024-07-29,TikTok Shop,True,True,Organic Search,Active
1176,Melissa,Wilkinson,1977-07-01,45–54,Gen X,Liverpool,North West England,United Kingdom,2025-05-27,TikTok Shop,False,False,TikTok,Active
1177,Donald,Riley,1986-06-13,35–44,Millennial,Nottingham,East Midlands,United Kingdom,2024-03-02,Website,True,True,Organic Search,Active
1178,Jonathan,Ali,2001-01-18,18–24,Gen Z,Birmingham,West Midlands,United Kingdom,2025-06-27,Website,False,False,TikTok,Active
1179,Andrea,Bell,1961-07-20,55–64,Gen X,Leeds,Yorkshire and the Humber,United Kingdom,2024-08-06,TikTok Shop,True,True,TikTok,Active
1180,Garry,Webb,2002-11-23,18–24,Gen Z,London,Greater London,United Kingdom,2024-10-19,TikTok Shop,False,True,Organic Search,Active
1181,Kevin,Bailey,1977-06-02,45–54,Gen X,London,Greater London,United Kingdom,2025-01-26,Instagram,True,False,Friend Recommendation,Active
1182,Leon,Hill,1980-04-11,45–54,Gen X,Nottingham,East Midlands,United Kingdom,2025-08-18,Website,False,True,Instagram,Active
1183,Jemma,Parkinson,2001-06-09,18–24,Gen Z,London,Greater London,United Kingdom,2025-02-27,TikTok Shop,False,True,Referral,Active
1184,Raymond,Wyatt,1974-05-28,45–54,Gen X,Leeds,Yorkshire and the Humber,United Kingdom,2025-10-01,Instagram,True,False,TikTok,Active
1185,Alex,Johnson,2002-02-14,18–24,Gen Z,London,Greater London,United Kingdom,2024-12-10,TikTok Shop,False,False,Instagram,Active
1186,Rachel,Bibi,1997-02-28,25–34,Millennial,London,Greater London,United Kingdom,2025-07-21,TikTok Shop,True,True,TikTok,Active
1187,Guy,Shaw,1985-03-08,35–44,Millennial,Manchester,North West England,United Kingdom,2025-11-07,Website,True,False,Organic Search,Active
1188,Jeffrey,Williams,1983-12-13,35–44,Millennial,Liverpool,North West England,United Kingdom,2024-09-23,Website,False,True,Organic Search,Active
1189,Carole,Hopkins,1967-08-05,55–64,Gen X,Edinburgh,Scotland,United Kingdom,2024-03-31,Instagram,True,True,Referral,Active
1190,Nathan,Nelson,1963-11-22,55–64,Gen X,Edinburgh,Scotland,United Kingdom,2025-04-18,Instagram,True,True,Referral,Active
1191,Craig,Jones,1972-01-08,45–54,Gen X,Nottingham,East Midlands,United Kingdom,2025-12-22,Website,False,False,Referral,Active
1192,Carl,Jones,2006-09-06,18–24,Gen Z,Birmingham,West Midlands,United Kingdom,2024-05-08,Website,True,False,Friend Recommendation,Active
1193,Francis,Jackson,2007-06-19,18–24,Gen Z,London,Greater London,United Kingdom,2025-11-17,TikTok Shop,False,False,TikTok,Active
1194,Ann,Wood,1969-01-06,55–64,Gen X,Birmingham,West Midlands,United Kingdom,2025-05-14,TikTok Shop,False,True,Referral,Active
1195,Elliot,Kirby,1993-07-20,25–34,Millennial,London,Greater London,United Kingdom,2024-06-19,Website,False,False,TikTok,Active
